Ref,Val,Package,PosX,PosY,Rot,Side
"J1","LED-IN","JST_PH_B3B-PH-SM4-TB_1x03-1MP_P2.00mm_Vertical",87.0000,101.0000,180.0000,bottom
"J2","LED-OUT","JST_PH_B3B-PH-SM4-TB_1x03-1MP_P2.00mm_Vertical",4.7000,25.0000,-90.0000,bottom
"J3","OLED","JST_PH_B4B-PH-SM4-TB_1x04-1MP_P2.00mm_Vertical",124.0000,68.0000,180.0000,bottom
